Address,Property URL,City,Acreage,Price,Property Type,Unnamed: 6,Latitude,Longitude
McIntyre St & W 3rd Place,https://www.loopnet.com/Listing/McIntyre-St-W-3rd-Place-Golden-CO/32392146/,"Golden, CO 80401",1.47," $1,025,000.00 ",Industrial Lot,,39.723294791637,-105.174890079151
SEC Northwest Parkway & Via Varra,https://www.loopnet.com/Listing/SEC-Northwest-Parkway-Via-Varra-Broomfield-CO/38393099/,"Broomfield, CO 80020",1.55," $1,454,211.30 ",Commercial Lot,,39.940894991132,-105.127886964533
2115 Apex Drive,https://www.loopnet.com/Listing/Apex-Drive-Windsor-CO/33598205/,"Windsor, CO 80550",1.58," $4,649,196.00 ",Commercial Lots,,40.439506285494,-104.904796352202
4660 N Nevada Ave,https://www.loopnet.com/Listing/4660-N-Nevada-Ave-Colorado-Springs-CO/38660004/,"Colorado Springs, CO 80918",1.61," $1,493,068.86 ",Commercial Lot,,38.898754990147,-104.818462973842
ENT Parkway & Federal Dr,https://www.loopnet.com/Listing/ENT-Parkway-Federal-Dr-Colorado-Springs-CO/32878482/,"Colorado Springs, CO 80921",1.62," $1,050,000.00 ",Commercial Lot,,38.998741707298,-104.810760507738
6428 E Crossroads Blvd,https://www.loopnet.com/Listing/6428-E-Crossroads-Blvd-Loveland-CO/33599069/,"Loveland, CO 80538",1.62," $1,550,208.00 ",Commercial Lots,,40.437072687986,-104.979797259429
15490 E 120th Ave,https://www.loopnet.com/Listing/15490-E-120th-Ave-Commerce-City-CO/34578476/,"Commerce City, CO 80022",1.65," $1,110,401.15 ",Commercial Lot,,39.913728991483,-104.806750772897
150 S Potomac St,https://www.loopnet.com/Listing/150-S-Potomac-St-Aurora-CO/31718288/,"Aurora, CO 80012",1.69," $1,121,690.39 ",Commercial Lot,,39.714059275442,-104.827803431464
8770 Yosemite St,https://www.loopnet.com/Listing/8770-Yosemite-St-Commerce-City-CO/35507036/,"Commerce City, CO 80022",1.71," $1,100,000.00 ",Commercial Lot,,39.854341998709,-104.885504730351
NWC Centennial Dr,https://www.loopnet.com/Listing/NWC-Centennial-Dr-Johnstown-CO/25065902/,"Johnstown, CO 80534",1.74," $911,624.00 ",Commercial Lot,,40.327429421578,-104.909750935583
6109 W 48th Ave,https://www.loopnet.com/Listing/6109-W-48th-Ave-Wheat-Ridge-CO/32583003/,"Wheat Ridge, CO 80033",1.76," $1,141,446.56 ",Commercial Lot,,39.784078257989,-105.064430676896
14061 63rd pl,https://www.loopnet.com/Listing/14061-63rd-pl-Arvada-CO/33466702/,"Arvada, CO 80004",1.77," $1,155,435.00 ",Commercial Lot,,39.811765701753,-105.157748492519
NWC E-470 & Parker Rd Rd,https://www.loopnet.com/Listing/NWC-E-470-Parker-Rd-Rd-Parker-CO/30755480/,"Parker, CO 80138",1.79," $1,953,666.00 ",Commercial Lot,,39.551887009084,-104.776107037801
691 S Arthur Ave,https://www.loopnet.com/Listing/691-S-Arthur-Ave-Louisville-CO/28363665/,"Louisville, CO 80027",1.82," $770,000.00 ",Industrial Lot,,39.959650421496,-105.123043733241
I-25 And Castle Pines Parkway,https://www.loopnet.com/Listing/I-25-And-Castle-Pines-Parkway-Castle-Rock-CO/32045010/,"Castle Rock, CO 80108",1.89," $2,000,000.00 ",Commercial Lot,,39.471987019978,-104.872723978419
980 Dublin Blvd,https://www.loopnet.com/Listing/980-Dublin-Blvd-Colorado-Springs-CO/29511878/,"Colorado Springs, CO 80918",1.91," $1,687,356.66 ",Commercial Lot,,38.926127016976,-104.808723034714
I-25 & 136th Ave,https://www.loopnet.com/Listing/I-25-136th-Ave-Thornton-CO/26909199/,"Thornton, CO 80234",1.98," $1,203,537.38 ",Commercial Lots,,39.942940887968,-104.988048572553
376 Midden Pl,https://www.loopnet.com/Listing/Front-St-Castle-Rock-CO/14683134/,"Castle Rock, CO 80104",1.98," $1,732,690.48 ",Commercial Lot,,39.396976781728,-104.858353875977
5480 Montana Vista Way,https://www.loopnet.com/Listing/5480-Montana-Vista-Way-Castle-Rock-CO/31324562/,"Castle Rock, CO 80108",2.0," $1,745,643.00 ",Commercial Lots,,39.413964345372,-104.86151758933
10485 Iron Star Pt,https://www.loopnet.com/Listing/TBD-Old-Ranch-Pad-Sites-Colorado-Springs-CO/32159845/,"Colorado Springs, CO 80908",2.0," $1,745,643.00 ",Commercial Lot,,38.983842497218,-104.759253880363
10012 N 119th St,https://www.loopnet.com/Listing/10012-N-119th-St-Longmont-CO/39627038/,"Longmont, CO 80501",2.0," $1,745,643.00 ",Commercial Lots,,40.156147247714,-105.074467138624
Powers Blvd & Palmer Park Blvd,https://www.loopnet.com/Listing/Powers-Blvd-Colorado-Springs-CO/34425779/,"Colorado Springs, CO 80915",2.0," $3,668,562.00 ",Commercial Lots,,38.857192401242,-104.720061693676
E Harmony & Lady Moon Dr,https://www.loopnet.com/Listing/E-Harmony-Lady-Moon-Dr-Fort-Collins-CO/11217719/,"Fort Collins, CO 80528",2.2," $1,054,007.00 ",Commercial Lot,,40.523221679275,-105.010799488523
1510 Garden of the Gods Rd,https://www.loopnet.com/Listing/1510-Garden-of-the-Gods-Rd-Colorado-Springs-CO/31867601/,"Colorado Springs, CO 80907",2.2," $1,916,640.00 ",Commercial Lot,,38.897839895868,-104.855992526215
9355 Park Meadows Dr,https://www.loopnet.com/Listing/9355-Park-Meadows-Dr-Lone-Tree-CO/38517037/,"Lone Tree, CO 80124",2.22," $1,271,272.82 ",Commercial Lots,,39.555481839718,-104.879151473231
4578 Central Park Blvd,https://www.loopnet.com/Listing/4578-Central-Park-Blvd-Denver-CO/35747069/,"Denver, CO 80238",2.24," $3,240,000.00 ",Commercial Lot,,39.779640668901,-104.882130317801
81st Ave & Tower Rd,https://www.loopnet.com/Listing/Tower-Rd-Commerce-City-CO/26137040/,"Commerce City, CO 80022",2.27," $1,285,384.37 ",Commercial Lot,,39.843852082195,-104.772061260777
SWC Highway 72 & Indiana St,https://www.loopnet.com/Listing/SWC-Highway-72-Indiana-St-Arvada-CO/31355545/,"Arvada, CO 80007",2.32," $895,000.00 ",Commercial Lot,,39.850566782919,-105.165252734518
9376 Grand Cordera Pky,https://www.loopnet.com/Listing/9376-Grand-Cordera-Pky-Colorado-Springs-CO/26773287/,"Colorado Springs, CO 80924",2.4," $1,986,336.00 ",Commercial Lot,,38.966898479949,-104.737287175254
18653 E 57th Ave,https://www.loopnet.com/Listing/18653-E-57th-Ave-Denver-CO/38669354/,"Denver, CO 80249",2.47," $3,470,000.00 ",Commercial Lot,,39.800525312219,-104.76991230844
10485 Iron Star Pt,https://www.loopnet.com/Listing/TBD-Crane-Ridge-Drive-Pueblo-CO/31539445/,"Pueblo, CO 81008",2.5," $414,400.00 ",Commercial Lots,,38.3202916,-104.6237755
22020 E Atlantic Pl,https://www.loopnet.com/Listing/22020-E-Atlantic-Pl-Aurora-CO/25672797/,"Aurora, CO 80018",2.5," $1,350,297.50 ",Commercial Lots,,39.679589997828,-104.731817983432
Castle Meadows & Plum Creek Pky,https://www.loopnet.com/Listing/Castle-Meadows-Plum-Creek-Pky-Castle-Rock-CO/39660998/,"Castle Rock, CO 80104",2.5," $2,069,456.00 ",Commercial Lots,,39.366562809321,-104.866064924687
NEC I-25 & Prospect Rd,https://www.loopnet.com/Listing/NEC-I-25-Prospect-Rd-Fort-Collins-CO/25135704/,"Fort Collins, CO 80525",2.5," $2,069,456.00 ",Commercial Lots,,40.56665238485,-105.001229869668
6825 S County Road 5,https://www.loopnet.com/Listing/6825-S-County-Road-5-Fort-Collins-CO/12397349/,"Fort Collins, CO 80528",2.5," $2,069,456.00 ",Commercial Lots,,40.488914842945,-104.986000957427
Highway 34 Business & 83rd Avenue,https://www.loopnet.com/Listing/Highway-34-Business-83rd-Avenue-Greeley-CO/27017249/,"Greeley, CO 80634",2.5," $2,069,456.00 ",Commercial Lots,,40.421498483243,-104.813483201346
Hwy 34 & Promontory Pkwy,https://www.loopnet.com/Listing/Hwy-34-Promontory-Pkwy-Greeley-CO/26528860/,"Greeley, CO 80634",2.5," $2,069,456.00 ",Commercial Lots,,40.420653084489,-104.850647135102
15854 Jackson Creek Pky,https://www.loopnet.com/Listing/15854-16086-Jackson-Creek-Pky-Monument-CO/24968656/,"Monument, CO 80132",2.5," $2,069,456.00 ",Commercial Lots,,39.064053999756,-104.849999968358
Hwy 66 & County Road 19,https://www.loopnet.com/Listing/TBD-Saginor-Ln-Platteville-CO/39308580/,"Platteville, CO 80651",2.5," $2,069,456.00 ",Commercial Lots,,40.203963997869,-104.885904018248
6770 Innovate Pl,https://www.loopnet.com/Listing/Harmony-Rd-Timnath-CO/21109276/,"Timnath, CO 80547",2.5," $2,069,456.00 ",Commercial Lots,,40.521723246445,-104.952654645291
900 Southgate Drive,https://www.loopnet.com/Listing/900-Southgate-Drive-Windsor-CO/33596527/,"Windsor, CO 80550",2.5," $2,069,456.00 ",Commercial Lots,,40.412078146083,-104.911027348093
